"Gene ID","Transcript","# exons","Transcript length","Protein length"
"cgd5_2963","cgd5_2963-RA","4","7303","2391"
"cgd5_2990","cgd5_2990-RA","1","2295","764"
"cgd5_30","cgd5_30-RA","1","405","134"
"cgd5_300","cgd5_300-RA","1","1440","479"
"cgd5_3000","cgd5_3000-RA","6","661","169"
"cgd5_3010","cgd5_3010-RA","1","2148","706"
"cgd5_3020","cgd5_3020-RA","1","2517","838"
"cgd5_3030","cgd5_3030-RA","1","495","112"
"cgd5_3040","cgd5_3040-RA","1","695","200"
"cgd5_3050","cgd5_3050-RA","2","867","251"
"cgd5_3060","cgd5_3060-RA","1","1197","311"
"cgd5_3073","cgd5_3073-RA","4","2547","848"
"cgd5_3090","cgd5_3090-RA","1","486","161"
"cgd5_310","cgd5_310-RA","1","2804","813"
"cgd5_3100","cgd5_3100-RA","1","4269","1423"
"cgd5_3110","cgd5_3110-RA","1","8682","2893"
"cgd5_3120","cgd5_3120-RA","1","1185","394"
"cgd5_3130","cgd5_3130-RA","1","14343","4780"
"cgd5_3140","cgd5_3140-RA","1","6901","2069"
"cgd5_3145","cgd5_3145-RA","1","72","N/A"
"cgd5_3160","cgd5_3160-RA","1","1282","376"
"cgd5_3170","cgd5_3170-RA","1","459","115"
"cgd5_3180","cgd5_3180-RA","1","1032","343"
"cgd5_3190","cgd5_3190-RA","1","882","293"
"cgd5_320","cgd5_320-RA","1","1422","473"
"cgd5_3200","cgd5_3200-RA","1","2446","683"
"cgd5_3210","cgd5_3210-RA","1","3777","1258"
"cgd5_3220","cgd5_3220-RA","1","933","310"
"cgd5_3230","cgd5_3230-RA","1","666","221"
"cgd5_3235","cgd5_3235-RA","1","73","N/A"
"cgd5_3243","cgd5_3243-RA","2","1440","371"
"cgd5_3260","cgd5_3260-RA","1","516","171"
"cgd5_3270","cgd5_3270-RA","1","1357","202"
"cgd5_3280","cgd5_3280-RA","1","411","136"
"cgd5_3290","cgd5_3290-RA","1","905","233"
"cgd5_330","cgd5_330-RA","1","3504","1167"
"cgd5_3300","cgd5_3300-RA","1","6608","2084"
"cgd5_3310","cgd5_3310-RA","3","1449","461"
"cgd5_3320","cgd5_3320-RA","1","330","109"
"cgd5_3330","cgd5_3330-RA","1","862","210"
"cgd5_3340","cgd5_3340-RA","1","1382","395"
"cgd5_3350","cgd5_3350-RA","2","744","198"
"cgd5_3360","cgd5_3360-RA","1","666","220"
"cgd5_3370","cgd5_3370-RA","1","3060","1019"
"cgd5_3380","cgd5_3380-RA","1","1886","613"
"cgd5_3390","cgd5_3390-RA","1","11130","3709"
"cgd5_340","cgd5_340-RA","1","969","322"
"cgd5_3400","cgd5_3400-RA","2","1468","474"
"cgd5_3410","cgd5_3410-RA","1","1488","495"
"cgd5_3420","cgd5_3420-RA","1","11610","3869"
"cgd5_3430","cgd5_3430-RA","1","1272","423"
"cgd5_3440","cgd5_3440-RA","1","312","103"
"cgd5_3450","cgd5_3450-RA","1","823","196"
"cgd5_3460","cgd5_3460-RA","1","2197","710"
"cgd5_3470","cgd5_3470-RA","1","1311","323"
"cgd5_3480","cgd5_3480-RA","1","1490","208"
"cgd5_3490","cgd5_3490-RA","1","894","297"
"cgd5_350","cgd5_350-RA","1","711","236"
"cgd5_3500","cgd5_3500-RA","1","1446","481"
"cgd5_3510","cgd5_3510-RA","1","705","234"
"cgd5_3520","cgd5_3520-RA","1","342","113"
"cgd5_3530","cgd5_3530-RA","1","564","176"
"cgd5_3533","cgd5_3533-RA","2","343","104"
"cgd5_3540","cgd5_3540-RA","1","1947","646"
"cgd5_3550","cgd5_3550-RA","1","738","245"
"cgd5_3560","cgd5_3560-RA","1","2299","744"
"cgd5_3570","cgd5_3570-RA","1","4473","1490"
"cgd5_3580","cgd5_3580-RA","1","1023","340"
"cgd5_3590","cgd5_3590-RA","1","1330","338"
"cgd5_360","cgd5_360-RA","1","1637","398"
"cgd5_3600","cgd5_3600-RA","1","1374","457"
"cgd5_3603","cgd5_3603-RA","1","1996","661"
"cgd5_3610","cgd5_3610-RA","2","1447","459"
"cgd5_3620","cgd5_3620-RA","1","2924","950"
"cgd5_3630","cgd5_3630-RA","4","670","215"
"cgd5_3640","cgd5_3640-RA","1","777","258"
"cgd5_3650","cgd5_3650-RA","1","1346","304"
"cgd5_3660","cgd5_3660-RA","1","561","186"
"cgd5_3670","cgd5_3670-RA","1","1290","404"
"cgd5_3680","cgd5_3680-RA","1","1164","387"
"cgd5_3690","cgd5_3690-RA","1","1178","324"
"cgd5_370","cgd5_370-RA","1","1594","429"
"cgd5_3700","cgd5_3700-RA","1","2082","666"
"cgd5_3710","cgd5_3710-RA","1","719","160"
"cgd5_3720","cgd5_3720-RA","1","396","131"
"cgd5_3730","cgd5_3730-RA","1","1416","471"
"cgd5_3740","cgd5_3740-RA","1","432","143"
"cgd5_3750","cgd5_3750-RA","3","915","282"
"cgd5_3760","cgd5_3760-RA","1","441","146"
"cgd5_3770","cgd5_3770-RA","1","1998","621"
"cgd5_3780","cgd5_3780-RA","1","852","283"
"cgd5_3790","cgd5_3790-RA","1","618","205"
"cgd5_380","cgd5_380-RA","1","615","204"
"cgd5_3800","cgd5_3800-RA","1","1178","367"
"cgd5_3810","cgd5_3810-RA","1","1044","347"
"cgd5_3820","cgd5_3820-RA","1","1332","443"
"cgd5_3823","cgd5_3823-RA","3","1180","216"
"cgd5_3830","cgd5_3830-RA","1","540","179"
"cgd5_3840","cgd5_3840-RA","2","462","153"
"cgd5_3850","cgd5_3850-RA","1","2901","962"
"cgd5_3860","cgd5_3860-RA","1","375","124"
"cgd5_3870","cgd5_3870-RA","1","2556","712"
"cgd5_3880","cgd5_3880-RA","1","1257","418"
"cgd5_3890","cgd5_3890-RA","1","975","324"
"cgd5_390","cgd5_390-RA","2","3717","1137"
"cgd5_3900","cgd5_3900-RA","1","3159","1052"
"cgd5_3910","cgd5_3910-RA","1","1557","518"
"cgd5_3920","cgd5_3920-RA","1","1096","220"
"cgd5_3930","cgd5_3930-RA","1","573","174"
"cgd5_3940","cgd5_3940-RA","2","1984","589"
"cgd5_3945","cgd5_3945-RA","1","78","N/A"
"cgd5_3950","cgd5_3950-RA","1","924","218"
"cgd5_3960","cgd5_3960-RA","1","1101","366"
"cgd5_3963","cgd5_3963-RA","1","1270","383"
"cgd5_3970","cgd5_3970-RA","1","933","310"
"cgd5_3980","cgd5_3980-RA","1","1737","578"
"cgd5_3990","cgd5_3990-RA","1","2193","730"
"cgd5_400","cgd5_400-RA","1","3054","1004"
"cgd5_4000","cgd5_4000-RA","1","2034","677"
"cgd5_4010","cgd5_4010-RA","1","1242","413"
"cgd5_4020","cgd5_4020-RA","1","456","151"
"cgd5_4030","cgd5_4030-RA","1","1614","537"
"cgd5_4040","cgd5_4040-RA","1","2499","832"
"cgd5_4050","cgd5_4050-RA","1","927","238"
"cgd5_4060","cgd5_4060-RA","1","597","198"
"cgd5_4070","cgd5_4070-RA","2","1181","309"
"cgd5_4080","cgd5_4080-RA","1","1356","451"
"cgd5_4090","cgd5_4090-RA","1","4116","1274"
"cgd5_410","cgd5_410-RA","1","1044","347"
"cgd5_4100","cgd5_4100-RA","1","1911","553"
"cgd5_4110","cgd5_4110-RA","1","1410","182"
"cgd5_4120","cgd5_4120-RA","1","591","196"
"cgd5_4130","cgd5_4130-RA","1","774","257"
"cgd5_4140","cgd5_4140-RA","1","855","274"
"cgd5_4150","cgd5_4150-RA","1","2352","783"
"cgd5_4160","cgd5_4160-RA","1","963","320"
"cgd5_4170","cgd5_4170-RA","1","1512","445"
"cgd5_4173","cgd5_4173-RA","2","952","217"
"cgd5_4180","cgd5_4180-RA","1","1257","418"
"cgd5_4190","cgd5_4190-RA","1","2566","748"
"cgd5_420","cgd5_420-RA","1","4299","1432"
"cgd5_4200","cgd5_4200-RA","1","484","111"
"cgd5_4210","cgd5_4210-RA","1","1115","290"
"cgd5_4220","cgd5_4220-RA","1","1614","482"
"cgd5_4230","cgd5_4230-RA","1","3090","1029"
"cgd5_4240","cgd5_4240-RA","1","2385","794"
"cgd5_4250","cgd5_4250-RA","1","2669","865"
"cgd5_4260","cgd5_4260-RA","1","1476","491"
"cgd5_4270","cgd5_4270-RA","1","1593","530"
"cgd5_4280","cgd5_4280-RA","1","1485","494"
"cgd5_4290","cgd5_4290-RA","1","3765","1181"
"cgd5_430","cgd5_430-RA","2","237","18"
"cgd5_4300","cgd5_4300-RA","1","2307","694"
"cgd5_4310","cgd5_4310-RA","1","1431","476"
"cgd5_4320","cgd5_4320-RA","1","522","173"
"cgd5_4330","cgd5_4330-RA","1","684","227"
"cgd5_4340","cgd5_4340-RA","1","354","117"
"cgd5_4350","cgd5_4350-RA","1","3350","1056"
"cgd5_4360","cgd5_4360-RA","1","4489","1364"
"cgd5_4370","cgd5_4370-RA","1","2560","810"
"cgd5_4380","cgd5_4380-RA","1","486","161"
"cgd5_4390","cgd5_4390-RA","1","2391","796"
"cgd5_440","cgd5_440-RA","1","552","172"
"cgd5_4400","cgd5_4400-RA","1","2047","616"
"cgd5_4410","cgd5_4410-RA","1","960","319"
"cgd5_4420","cgd5_4420-RA","1","1506","501"
"cgd5_4430","cgd5_4430-RA","1","3153","1050"
"cgd5_4440","cgd5_4440-RA","1","609","195"
"cgd5_4450","cgd5_4450-RA","1","3291","1096"
"cgd5_4460","cgd5_4460-RA","1","1023","340"
"cgd5_4470","cgd5_4470-RA","1","1971","656"
"cgd5_4480","cgd5_4480-RA","1","6762","2253"
"cgd5_4490","cgd5_4490-RA","1","8076","2691"
"cgd5_450","cgd5_450-RA","1","1222","318"
"cgd5_4500","cgd5_4500-RA","1","1200","399"
"cgd5_4510","cgd5_4510-RA","1","789","262"
"cgd5_4520","cgd5_4520-RA","1","2197","684"
"cgd5_453","cgd5_453-RA","2","323","102"
"cgd5_4530","cgd5_4530-RA","1","819","272"
"cgd5_4540","cgd5_4540-RA","1","1032","336"
"cgd5_4550","cgd5_4550-RA","1","426","141"
"cgd5_4560","cgd5_4560-RA","1","1332","405"
"cgd5_4570","cgd5_4570-RA","1","1100","364"
"cgd5_4580","cgd5_4580-RA","1","776","230"
"cgd5_4590","cgd5_4590-RA","1","759","209"
"cgd5_460","cgd5_460-RA","1","1086","361"
"cgd5_4600","cgd5_4600-RA","1","735","244"
"cgd5_4610","cgd5_4610-RA","1","780","259"
"cgd5_470","cgd5_470-RA","1","534","177"
"cgd5_480","cgd5_480-RA","1","723","240"
"cgd5_490","cgd5_490-RA","1","1116","355"
"cgd5_50","cgd5_50-RA","1","2936","654"
"cgd5_500","cgd5_500-RA","1","845","246"
"cgd5_510","cgd5_510-RA","1","5130","1710"
"cgd5_520","cgd5_520-RA","2","1073","336"
"cgd5_525","cgd5_525-RA","1","76","N/A"
"cgd5_530","cgd5_530-RA","2","1298","254"
"cgd5_550","cgd5_550-RA","1","3009","1002"
"cgd5_560","cgd5_560-RA","4","2645","857"
"cgd5_570","cgd5_570-RA","1","408","135"
"cgd5_580","cgd5_580-RA","1","2985","994"
"cgd5_590","cgd5_590-RA","1","1074","208"
"cgd5_60","cgd5_60-RA","1","932","178"
"cgd5_600","cgd5_600-RA","1","1257","418"
"cgd5_610","cgd5_610-RA","3","3530","1138"
"cgd5_620","cgd5_620-RA","1","738","238"
"cgd5_630","cgd5_630-RA","1","1308","435"
"cgd5_640","cgd5_640-RA","3","1401","385"
"cgd5_650","cgd5_650-RA","1","2180","654"
"cgd5_660","cgd5_660-RA","1","603","200"
"cgd5_670","cgd5_670-RA","1","1440","479"
"cgd5_680","cgd5_680-RA","2","1162","329"
"cgd5_690","cgd5_690-RA","1","2199","732"
"cgd5_70","cgd5_70-RA","1","3617","1148"
"cgd5_700","cgd5_700-RA","1","1524","502"
"cgd5_710","cgd5_710-RA","1","1942","400"
"cgd5_720","cgd5_720-RA","1","1871","443"
"cgd5_730","cgd5_730-RA","2","6850","2227"
"cgd5_735","cgd5_735-RA","1","109","N/A"
"cgd5_740","cgd5_740-RA","1","1413","470"
"cgd5_743","cgd5_743-RA","10","1410","469"
"cgd5_750","cgd5_750-RA","1","1845","562"
"cgd5_760","cgd5_760-RA","3","2388","792"
"cgd5_770","cgd5_770-RA","1","639","212"
"cgd5_780","cgd5_780-RA","1","3723","1240"
"cgd5_783","cgd5_783-RA","2","1071","343"
"cgd5_790","cgd5_790-RA","1","1647","548"
"cgd5_80","cgd5_80-RA","1","2417","491"
"cgd5_800","cgd5_800-RA","1","1614","537"
"cgd5_810","cgd5_810-RA","1","7017","2338"
"cgd5_820","cgd5_820-RA","2","2081","515"
"cgd5_830","cgd5_830-RA","1","2706","901"
"cgd5_840","cgd5_840-RA","3","824","243"
"cgd5_850","cgd5_850-RA","1","378","125"
"cgd5_860","cgd5_860-RA","1","597","198"
"cgd5_870","cgd5_870-RA","1","576","191"
"cgd5_880","cgd5_880-RA","3","1281","426"
"cgd5_890","cgd5_890-RA","1","2859","952"
"cgd5_90","cgd5_90-RA","1","2313","595"
"cgd5_900","cgd5_900-RA","2","1897","629"
"cgd5_910","cgd5_910-RA","1","1086","361"
"cgd5_920","cgd5_920-RA","1","2772","923"
"cgd5_923","cgd5_923-RA","6","564","187"
"cgd5_930","cgd5_930-RA","3","546","181"
"cgd5_940","cgd5_940-RA","1","459","152"
"cgd5_950","cgd5_950-RA","1","1278","425"
"cgd5_960","cgd5_960-RA","1","735","244"
"cgd5_970","cgd5_970-RA","1","615","202"
"cgd5_980","cgd5_980-RA","1","801","266"
"cgd5_990","cgd5_990-RA","1","6296","1983"
"cgd6_10","cgd6_10-RA","1","1150","211"
"cgd6_100","cgd6_100-RA","1","987","310"
"cgd6_1000","cgd6_1000-RA","1","972","323"
"cgd6_1010","cgd6_1010-RA","1","2148","715"
"cgd6_1020","cgd6_1020-RA","1","963","240"
"cgd6_1030","cgd6_1030-RA","1","2330","565"
"cgd6_1040","cgd6_1040-RA","1","546","139"
"cgd6_1050","cgd6_1050-RA","1","1697","150"
"cgd6_1060","cgd6_1060-RA","1","1677","558"
"cgd6_1070","cgd6_1070-RA","1","690","229"
"cgd6_1080","cgd6_1080-RA","1","1127","324"
"cgd6_1083","cgd6_1083-RA","1","475","85"
"cgd6_1090","cgd6_1090-RA","1","1292","369"
"cgd6_110","cgd6_110-RA","1","870","289"
"cgd6_1100","cgd6_1100-RA","1","1605","534"
"cgd6_1110","cgd6_1110-RA","1","1377","458"
"cgd6_1120","cgd6_1120-RA","1","2454","817"
"cgd6_1125","cgd6_1125-RA","1","74","N/A"
"cgd6_1130","cgd6_1130-RA","1","1827","608"
"cgd6_1140","cgd6_1140-RA","1","2611","740"
"cgd6_1150","cgd6_1150-RA","2","1282","390"
"cgd6_1160","cgd6_1160-RA","1","2127","708"
"cgd6_1170","cgd6_1170-RA","2","1159","274"
"cgd6_1180","cgd6_1180-RA","1","7227","2408"
"cgd6_1190","cgd6_1190-RA","1","744","247"
"cgd6_120","cgd6_120-RA","1","1446","481"
"cgd6_1200","cgd6_1200-RA","1","825","270"
"cgd6_1210","cgd6_1210-RA","1","690","229"
"cgd6_1213","cgd6_1213-RA","1","471","64"
"cgd6_1220","cgd6_1220-RA","1","387","128"
"cgd6_1230","cgd6_1230-RA","1","1370","429"
"cgd6_1240","cgd6_1240-RA","1","468","155"
"cgd6_1250","cgd6_1250-RA","1","1605","534"
"cgd6_1260","cgd6_1260-RA","1","4461","1486"
"cgd6_1270","cgd6_1270-RA","1","1773","586"
"cgd6_1280","cgd6_1280-RA","1","4665","1554"
"cgd6_1290","cgd6_1290-RA","1","624","207"
"cgd6_130","cgd6_130-RA","1","2616","871"
"cgd6_1300","cgd6_1300-RA","1","1065","354"
"cgd6_1310","cgd6_1310-RA","1","1299","432"
"cgd6_1320","cgd6_1320-RA","1","759","252"
"cgd6_1330","cgd6_1330-RA","1","1580","330"
"cgd6_1340","cgd6_1340-RA","1","3618","1205"
"cgd6_1350","cgd6_1350-RA","1","1533","508"
"cgd6_1360","cgd6_1360-RA","1","624","207"
"cgd6_1363","cgd6_1363-RA","1","604","184"
"cgd6_1370","cgd6_1370-RA","1","1011","336"
"cgd6_1380","cgd6_1380-RA","1","1323","432"
"cgd6_1390","cgd6_1390-RA","2","627","145"
"cgd6_140","cgd6_140-RA","1","2784","927"
"cgd6_1400","cgd6_1400-RA","2","593","91"
"cgd6_1410","cgd6_1410-RA","2","3092","1005"
"cgd6_1420","cgd6_1420-RA","1","2426","645"
"cgd6_1430","cgd6_1430-RA","1","2325","666"
"cgd6_1433","cgd6_1433-RA","3","713","227"
"cgd6_1440","cgd6_1440-RA","1","2136","705"
"cgd6_1450","cgd6_1450-RA","1","2493","827"
"cgd6_1460","cgd6_1460-RA","1","1086","341"
"cgd6_1470","cgd6_1470-RA","1","2640","879"
"cgd6_1480","cgd6_1480-RA","1","1811","538"
"cgd6_1490","cgd6_1490-RA","1","588","195"
"cgd6_150","cgd6_150-RA","1","885","294"
"cgd6_1500","cgd6_1500-RA","1","994","291"
"cgd6_1510","cgd6_1510-RA","1","2085","694"
"cgd6_1520","cgd6_1520-RA","1","1686","543"
"cgd6_1530","cgd6_1530-RA","1","2300","735"
"cgd6_1540","cgd6_1540-RA","1","1119","372"
"cgd6_1550","cgd6_1550-RA","1","582","193"
"cgd6_1560","cgd6_1560-RA","1","897","269"
"cgd6_1570","cgd6_1570-RA","1","1038","345"
"cgd6_1580","cgd6_1580-RA","1","1449","482"
"cgd6_1590","cgd6_1590-RA","1","3555","1176"
"cgd6_160","cgd6_160-RA","1","2073","690"
"cgd6_1600","cgd6_1600-RA","1","309","102"
"cgd6_1610","cgd6_1610-RA","1","1776","449"
"cgd6_1620","cgd6_1620-RA","1","1226","361"
"cgd6_1623","cgd6_1623-RA","1","740","89"
"cgd6_1630","cgd6_1630-RA","1","834","182"
"cgd6_1640","cgd6_1640-RA","1","1104","367"
"cgd6_1650","cgd6_1650-RA","2","576","191"
"cgd6_1660","cgd6_1660-RA","1","3381","1126"
"cgd6_1670","cgd6_1670-RA","1","1332","432"
"cgd6_1680","cgd6_1680-RA","1","1479","492"
"cgd6_1690","cgd6_1690-RA","1","2385","794"
"cgd6_170","cgd6_170-RA","3","768","255"
"cgd6_1700","cgd6_1700-RA","1","642","213"
"cgd6_1710","cgd6_1710-RA","1","1758","585"
"cgd6_1720","cgd6_1720-RA","1","846","281"
"cgd6_1730","cgd6_1730-RA","1","537","178"
"cgd6_1740","cgd6_1740-RA","1","16629","5542"
"cgd6_1750","cgd6_1750-RA","1","993","330"
"cgd6_1760","cgd6_1760-RA","1","2832","943"
"cgd6_1770","cgd6_1770-RA","1","2007","668"
"cgd6_1780","cgd6_1780-RA","1","1746","581"
"cgd6_1790","cgd6_1790-RA","1","2880","959"
"cgd6_180","cgd6_180-RA","2","1464","361"
"cgd6_1800","cgd6_1800-RA","1","768","255"
"cgd6_1810","cgd6_1810-RA","1","675","224"
"cgd6_1820","cgd6_1820-RA","2","777","258"
"cgd6_1830","cgd6_1830-RA","1","1476","491"
"cgd6_1840","cgd6_1840-RA","1","1719","572"
"cgd6_1850","cgd6_1850-RA","6","660","218"
"cgd6_1860","cgd6_1860-RA","1","345","114"
"cgd6_1870","cgd6_1870-RA","1","525","170"
"cgd6_1880","cgd6_1880-RA","1","855","284"
"cgd6_1890","cgd6_1890-RA","1","431","102"
"cgd6_190","cgd6_190-RA","1","1830","609"
"cgd6_1900","cgd6_1900-RA","1","2145","714"
"cgd6_1910","cgd6_1910-RA","1","537","178"
"cgd6_1920","cgd6_1920-RA","1","2778","925"
"cgd6_1930","cgd6_1930-RA","1","1815","604"
"cgd6_1940","cgd6_1940-RA","1","2838","945"
"cgd6_1950","cgd6_1950-RA","1","2415","803"
"cgd6_1960","cgd6_1960-RA","1","2430","809"
"cgd6_1970","cgd6_1970-RA","1","7002","2333"
"cgd6_1980","cgd6_1980-RA","1","621","206"
"cgd6_1990","cgd6_1990-RA","1","3036","1011"
"cgd6_20","cgd6_20-RA","1","1209","400"
"cgd6_200","cgd6_200-RA","1","1374","457"
"cgd6_2000","cgd6_2000-RA","1","5031","1676"
"cgd6_2010","cgd6_2010-RA","1","1047","348"
"cgd6_2040","cgd6_2040-RA","1","2169","722"
"cgd6_2050","cgd6_2050-RA","1","855","284"
"cgd6_2060","cgd6_2060-RA","1","7995","2664"
"cgd6_2070","cgd6_2070-RA","1","3321","1096"
"cgd6_2080","cgd6_2080-RA","1","4767","1588"
"cgd6_2085","cgd6_2085-RA","1","74","N/A"
"cgd6_2090","cgd6_2090-RA","1","4890","1623"
"cgd6_210","cgd6_210-RA","1","3552","1183"
"cgd6_2100","cgd6_2100-RA","1","4938","1645"
"cgd6_2110","cgd6_2110-RA","1","2895","964"
"cgd6_2120","cgd6_2120-RA","1","645","214"
"cgd6_2130","cgd6_2130-RA","2","1008","336"
"cgd6_2140","cgd6_2140-RA","6","3054","1017"
"cgd6_2143","cgd6_2143-RA","4","1371","451"
"cgd6_2145","cgd6_2145-RA","1","77","N/A"
"cgd6_2150","cgd6_2150-RA","1","804","267"
"cgd6_2160","cgd6_2160-RA","1","657","218"
"cgd6_2170","cgd6_2170-RA","1","519","172"
"cgd6_2180","cgd6_2180-RA","2","2768","890"
"cgd6_2190","cgd6_2190-RA","1","1227","408"
"cgd6_220","cgd6_220-RA","1","832","177"
"cgd6_2200","cgd6_2200-RA","1","1866","621"
"cgd6_2210","cgd6_2210-RA","1","864","287"
"cgd6_2220","cgd6_2220-RA","1","1032","343"
"cgd6_2230","cgd6_2230-RA","1","1494","497"
"cgd6_2240","cgd6_2240-RA","1","4516","1476"
"cgd6_2250","cgd6_2250-RA","1","1197","398"
"cgd6_2260","cgd6_2260-RA","1","2313","770"
"cgd6_2270","cgd6_2270-RA","1","2076","691"
"cgd6_2280","cgd6_2280-RA","1","1290","429"
"cgd6_2290","cgd6_2290-RA","1","1530","509"
"cgd6_230","cgd6_230-RA","1","1332","443"
"cgd6_2300","cgd6_2300-RA","1","6021","2006"
"cgd6_2310","cgd6_2310-RA","1","1077","358"
"cgd6_2320","cgd6_2320-RA","1","4965","1654"
"cgd6_2330","cgd6_2330-RA","1","909","302"
"cgd6_2340","cgd6_2340-RA","1","1800","599"
"cgd6_2350","cgd6_2350-RA","1","864","287"
"cgd6_2360","cgd6_2360-RA","1","990","329"
"cgd6_2370","cgd6_2370-RA","1","2109","702"
"cgd6_2380","cgd6_2380-RA","2","1387","448"
"cgd6_2390","cgd6_2390-RA","2","2508","835"
"cgd6_240","cgd6_240-RA","1","3168","1053"
"cgd6_2400","cgd6_2400-RA","2","303","95"
"cgd6_2410","cgd6_2410-RA","1","351","112"
"cgd6_2420","cgd6_2420-RA","1","810","269"
"cgd6_2423","cgd6_2423-RA","2","267","73"
"cgd6_2430","cgd6_2430-RA","1","561","186"
"cgd6_2440","cgd6_2440-RA","1","792","263"
"cgd6_2450","cgd6_2450-RA","1","2706","901"
"cgd6_2460","cgd6_2460-RA","1","480","159"
"cgd6_2470","cgd6_2470-RA","1","1968","655"
"cgd6_2480","cgd6_2480-RA","1","1029","328"
"cgd6_2490","cgd6_2490-RA","1","2394","797"
"cgd6_2495","cgd6_2495-RA","1","83","N/A"
"cgd6_250","cgd6_250-RA","4","951","316"
"cgd6_2500","cgd6_2500-RA","1","4455","1484"
"cgd6_2503","cgd6_2503-RA","2","611","182"
"cgd6_2510","cgd6_2510-RA","1","981","326"
"cgd6_2520","cgd6_2520-RA","3","669","211"
"cgd6_2530","cgd6_2530-RA","1","939","285"
"cgd6_2550","cgd6_2550-RA","1","1143","375"
"cgd6_2560","cgd6_2560-RA","1","3405","1134"
"cgd6_2570","cgd6_2570-RA","1","1098","365"
"cgd6_2580","cgd6_2580-RA","1","2784","927"
"cgd6_2590","cgd6_2590-RA","1","1659","552"
"cgd6_260","cgd6_260-RA","1","1152","383"
"cgd6_2600","cgd6_2600-RA","1","2079","692"
"cgd6_2610","cgd6_2610-RA","1","723","224"
"cgd6_2620","cgd6_2620-RA","1","792","250"
"cgd6_263","cgd6_263-RA","1","2332","651"
"cgd6_2630","cgd6_2630-RA","1","4830","1609"
"cgd6_2635","cgd6_2635-RA","1","108","N/A"
"cgd6_2640","cgd6_2640-RA","1","1710","569"
"cgd6_2650","cgd6_2650-RA","1","822","273"
"cgd6_2660","cgd6_2660-RA","1","3327","1100"
"cgd6_2670","cgd6_2670-RA","1","1473","490"
"cgd6_2680","cgd6_2680-RA","1","2748","915"
"cgd6_2690","cgd6_2690-RA","1","978","325"
"cgd6_2700","cgd6_2700-RA","1","2574","857"
"cgd6_2710","cgd6_2710-RA","1","1551","516"
"cgd6_2720","cgd6_2720-RA","1","1266","421"
"cgd6_273","cgd6_273-RA","1","1940","645"
"cgd6_2730","cgd6_2730-RA","1","774","257"
"cgd6_2740","cgd6_2740-RA","1","1035","330"
"cgd6_2750","cgd6_2750-RA","1","1200","399"
"cgd6_2760","cgd6_2760-RA","1","1086","361"
"cgd6_2770","cgd6_2770-RA","1","1464","487"
"cgd6_2780","cgd6_2780-RA","1","2199","732"
"cgd6_2790","cgd6_2790-RA","1","2274","757"
"cgd6_2792","cgd6_2792-RA","2","348","96"
"cgd6_2793","cgd6_2793-RA","2","476","105"
"cgd6_2800","cgd6_2800-RA","3","1005","301"
"cgd6_2810","cgd6_2810-RA","1","2835","882"
"cgd6_2820","cgd6_2820-RA","1","2094","697"
"cgd6_2830","cgd6_2830-RA","1","651","216"
"cgd6_2840","cgd6_2840-RA","3","1554","475"
"cgd6_2850","cgd6_2850-RA","1","1028","260"
"cgd6_2860","cgd6_2860-RA","1","2094","697"
"cgd6_2870","cgd6_2870-RA","1","753","250"
"cgd6_2880","cgd6_2880-RA","1","1023","340"
"cgd6_2890","cgd6_2890-RA","1","1221","406"
"cgd6_290","cgd6_290-RA","1","954","317"
"cgd6_2900","cgd6_2900-RA","1","663","220"
"cgd6_2910","cgd6_2910-RA","1","609","202"
"cgd6_2913","cgd6_2913-RA","4","409","132"
"cgd6_2920","cgd6_2920-RA","1","1266","421"
"cgd6_2930","cgd6_2930-RA","1","4215","1404"
"cgd6_2940","cgd6_2940-RA","1","4404","1467"
"cgd6_2950","cgd6_2950-RA","1","2817","938"
"cgd6_2960","cgd6_2960-RA","1","741","246"
"cgd6_2970","cgd6_2970-RA","1","1761","376"
"cgd6_2980","cgd6_2980-RA","1","888","295"
"cgd6_2990","cgd6_2990-RA","1","783","260"
"cgd6_30","cgd6_30-RA","1","822","273"
"cgd6_300","cgd6_300-RA","1","663","220"
"cgd6_3000","cgd6_3000-RA","4","537","167"
"cgd6_3010","cgd6_3010-RA","1","2486","746"
"cgd6_3020","cgd6_3020-RA","1","1284","427"
"cgd6_3030","cgd6_3030-RA","1","4335","1444"
"cgd6_3040","cgd6_3040-RA","1","1305","434"
"cgd6_3050","cgd6_3050-RA","1","4061","1012"
"cgd6_3060","cgd6_3060-RA","2","675","220"
"cgd6_3070","cgd6_3070-RA","1","1800","599"
"cgd6_3080","cgd6_3080-RA","1","1953","650"
"cgd6_3090","cgd6_3090-RA","1","4497","1498"
"cgd6_3093","cgd6_3093-RA","1","537","78"
"cgd6_310","cgd6_310-RA","1","978","325"
"cgd6_3100","cgd6_3100-RA","1","1134","377"
"cgd6_3103","cgd6_3103-RA","1","3573","619"
"cgd6_3110","cgd6_3110-RA","1","399","132"
"cgd6_3120","cgd6_3120-RA","1","2385","794"
"cgd6_313","cgd6_313-RA","5","732","243"
"cgd6_3130","cgd6_3130-RA","1","1758","558"
"cgd6_3140","cgd6_3140-RA","1","3876","1291"
"cgd6_3150","cgd6_3150-RA","1","1458","485"
"cgd6_3160","cgd6_3160-RA","1","2992","828"
"cgd6_3170","cgd6_3170-RA","1","2478","825"
"cgd6_3180","cgd6_3180-RA","1","469","145"
