"Gene ID","Sequence Level","Is Top Level","Genomic Sequence","lc_project_id","Location","organismAbbrev","start","end","is_reversed","start_context","end_context"
"cgd1_2800","chromosome","1","CM000429","cryptodb","612050 - 612571 (-)","cparIowaII","612050","612571","-","607050","617571"
"cgd1_2810","chromosome","1","CM000429","cryptodb","612638 - 614398 (-)","cparIowaII","612638","614398","-","607638","619398"
"cgd1_2830","chromosome","1","CM000429","cryptodb","614510 - 615617 (+)","cparIowaII","614510","615617","+","609510","620617"
"cgd1_2840","chromosome","1","CM000429","cryptodb","615716 - 620286 (-)","cparIowaII","615716","620286","-","610716","625286"
"cgd1_2850","chromosome","1","CM000429","cryptodb","620685 - 624152 (-)","cparIowaII","620685","624152","-","615685","629152"
"cgd1_2860","chromosome","1","CM000429","cryptodb","624563 - 626172 (+)","cparIowaII","624563","626172","+","619563","631172"
"cgd1_2870","chromosome","1","CM000429","cryptodb","626467 - 628545 (+)","cparIowaII","626467","628545","+","621467","633545"
"cgd1_2880","chromosome","1","CM000429","cryptodb","628736 - 630669 (-)","cparIowaII","628736","630669","-","623736","635669"
"cgd1_2890","chromosome","1","CM000429","cryptodb","630870 - 633815 (+)","cparIowaII","630870","633815","+","625870","638815"
"cgd1_290","chromosome","1","CM000429","cryptodb","66597 - 68096 (+)","cparIowaII","66597","68096","+","61597","73096"
"cgd1_2900","chromosome","1","CM000429","cryptodb","634151 - 635923 (+)","cparIowaII","634151","635923","+","629151","640923"
"cgd1_2910","chromosome","1","CM000429","cryptodb","636010 - 636429 (-)","cparIowaII","636010","636429","-","631010","641429"
"cgd1_2920","chromosome","1","CM000429","cryptodb","636773 - 637435 (-)","cparIowaII","636773","637435","-","631773","642435"
"cgd1_2940","chromosome","1","CM000429","cryptodb","638267 - 639043 (-)","cparIowaII","638267","639043","-","633267","644043"
"cgd1_2943","chromosome","1","CM000429","cryptodb","639164 - 640005 (-)","cparIowaII","639164","640005","-","634164","645005"
"cgd1_2950","chromosome","1","CM000429","cryptodb","640214 - 641569 (-)","cparIowaII","640214","641569","-","635214","646569"
"cgd1_2960","chromosome","1","CM000429","cryptodb","641710 - 644137 (-)","cparIowaII","641710","644137","-","636710","649137"
"cgd1_2970","chromosome","1","CM000429","cryptodb","644643 - 645809 (+)","cparIowaII","644643","645809","+","639643","650809"
"cgd1_2980","chromosome","1","CM000429","cryptodb","646081 - 646824 (+)","cparIowaII","646081","646824","+","641081","651824"
"cgd1_2990","chromosome","1","CM000429","cryptodb","647242 - 647658 (-)","cparIowaII","647242","647658","-","642242","652658"
"cgd1_30","chromosome","1","CM000429","cryptodb","6974 - 11926 (+)","cparIowaII","6974","11926","+","1974","16926"
"cgd1_300","chromosome","1","CM000429","cryptodb","68193 - 68615 (-)","cparIowaII","68193","68615","-","63193","73615"
"cgd1_3000","chromosome","1","CM000429","cryptodb","648187 - 648675 (+)","cparIowaII","648187","648675","+","643187","653675"
"cgd1_3010","chromosome","1","CM000429","cryptodb","649237 - 650091 (+)","cparIowaII","649237","650091","+","644237","655091"
"cgd1_3020","chromosome","1","CM000429","cryptodb","650743 - 651852 (+)","cparIowaII","650743","651852","+","645743","656852"
"cgd1_3030","chromosome","1","CM000429","cryptodb","651970 - 654432 (-)","cparIowaII","651970","654432","-","646970","659432"
"cgd1_3033","chromosome","1","CM000429","cryptodb","655188 - 656432 (+)","cparIowaII","655188","656432","+","650188","661432"
"cgd1_3040","chromosome","1","CM000429","cryptodb","656413 - 657165 (-)","cparIowaII","656413","657165","-","651413","662165"
"cgd1_3050","chromosome","1","CM000429","cryptodb","658046 - 659425 (+)","cparIowaII","658046","659425","+","653046","664425"
"cgd1_3060","chromosome","1","CM000429","cryptodb","659470 - 660942 (-)","cparIowaII","659470","660942","-","654470","665942"
"cgd1_3070","chromosome","1","CM000429","cryptodb","661070 - 672657 (+)","cparIowaII","661070","672657","+","656070","677657"
"cgd1_3080","chromosome","1","CM000429","cryptodb","672731 - 673723 (-)","cparIowaII","672731","673723","-","667731","678723"
"cgd1_3090","chromosome","1","CM000429","cryptodb","673771 - 674997 (-)","cparIowaII","673771","674997","-","668771","679997"
"cgd1_3095","chromosome","1","CM000429","cryptodb","675260 - 675330 (-)","cparIowaII","675260","675330","-","670260","680330"
"cgd1_310","chromosome","1","CM000429","cryptodb","68873 - 69967 (-)","cparIowaII","68873","69967","-","63873","74967"
"cgd1_3100","chromosome","1","CM000429","cryptodb","675473 - 677652 (+)","cparIowaII","675473","677652","+","670473","682652"
"cgd1_3110","chromosome","1","CM000429","cryptodb","677502 - 680039 (-)","cparIowaII","677502","680039","-","672502","685039"
"cgd1_3120","chromosome","1","CM000429","cryptodb","680648 - 682896 (+)","cparIowaII","680648","682896","+","675648","687896"
"cgd1_3130","chromosome","1","CM000429","cryptodb","683080 - 685158 (+)","cparIowaII","683080","685158","+","678080","690158"
"cgd1_3140","chromosome","1","CM000429","cryptodb","685948 - 686565 (+)","cparIowaII","685948","686565","+","680948","691565"
"cgd1_3150","chromosome","1","CM000429","cryptodb","687135 - 688118 (-)","cparIowaII","687135","688118","-","682135","693118"
"cgd1_3160","chromosome","1","CM000429","cryptodb","689611 - 693969 (+)","cparIowaII","689611","693969","+","684611","698969"
"cgd1_3170","chromosome","1","CM000429","cryptodb","694172 - 699031 (-)","cparIowaII","694172","699031","-","689172","704031"
"cgd1_3180","chromosome","1","CM000429","cryptodb","699723 - 701093 (-)","cparIowaII","699723","701093","-","694723","706093"
"cgd1_3190","chromosome","1","CM000429","cryptodb","701488 - 703877 (-)","cparIowaII","701488","703877","-","696488","708877"
"cgd1_320","chromosome","1","CM000429","cryptodb","70178 - 71950 (-)","cparIowaII","70178","71950","-","65178","76950"
"cgd1_3200","chromosome","1","CM000429","cryptodb","704139 - 705002 (-)","cparIowaII","704139","705002","-","699139","710002"
"cgd1_3210","chromosome","1","CM000429","cryptodb","706289 - 709411 (+)","cparIowaII","706289","709411","+","701289","714411"
"cgd1_3220","chromosome","1","CM000429","cryptodb","710029 - 712050 (-)","cparIowaII","710029","712050","-","705029","717050"
"cgd1_3230","chromosome","1","CM000429","cryptodb","713631 - 716270 (+)","cparIowaII","713631","716270","+","708631","721270"
"cgd1_3240","chromosome","1","CM000429","cryptodb","716477 - 726031 (-)","cparIowaII","716477","726031","-","711477","731031"
"cgd1_3250","chromosome","1","CM000429","cryptodb","726527 - 727252 (+)","cparIowaII","726527","727252","+","721527","732252"
"cgd1_3260","chromosome","1","CM000429","cryptodb","727655 - 728692 (-)","cparIowaII","727655","728692","-","722655","733692"
"cgd1_3270","chromosome","1","CM000429","cryptodb","728994 - 731316 (-)","cparIowaII","728994","731316","-","723994","736316"
"cgd1_3280","chromosome","1","CM000429","cryptodb","731680 - 732618 (+)","cparIowaII","731680","732618","+","726680","737618"
"cgd1_3290","chromosome","1","CM000429","cryptodb","732786 - 735192 (-)","cparIowaII","732786","735192","-","727786","740192"
"cgd1_330","chromosome","1","CM000429","cryptodb","72883 - 75530 (-)","cparIowaII","72883","75530","-","67883","80530"
"cgd1_3300","chromosome","1","CM000429","cryptodb","736631 - 737521 (-)","cparIowaII","736631","737521","-","731631","742521"
"cgd1_3310","chromosome","1","CM000429","cryptodb","738098 - 738781 (+)","cparIowaII","738098","738781","+","733098","743781"
"cgd1_3320","chromosome","1","CM000429","cryptodb","739452 - 740306 (-)","cparIowaII","739452","740306","-","734452","745306"
"cgd1_3330","chromosome","1","CM000429","cryptodb","741190 - 741820 (+)","cparIowaII","741190","741820","+","736190","746820"
"cgd1_3340","chromosome","1","CM000429","cryptodb","741906 - 743389 (+)","cparIowaII","741906","743389","+","736906","748389"
"cgd1_3343","chromosome","1","CM000429","cryptodb","743738 - 744332 (+)","cparIowaII","743738","744332","+","738738","749332"
"cgd1_3350","chromosome","1","CM000429","cryptodb","744658 - 745176 (+)","cparIowaII","744658","745176","+","739658","750176"
"cgd1_3360","chromosome","1","CM000429","cryptodb","745203 - 747194 (-)","cparIowaII","745203","747194","-","740203","752194"
"cgd1_3370","chromosome","1","CM000429","cryptodb","747802 - 748437 (+)","cparIowaII","747802","748437","+","742802","753437"
"cgd1_3380","chromosome","1","CM000429","cryptodb","748525 - 749413 (-)","cparIowaII","748525","749413","-","743525","754413"
"cgd1_3390","chromosome","1","CM000429","cryptodb","750275 - 752158 (-)","cparIowaII","750275","752158","-","745275","757158"
"cgd1_340","chromosome","1","CM000429","cryptodb","76056 - 77538 (+)","cparIowaII","76056","77538","+","71056","82538"
"cgd1_3400","chromosome","1","CM000429","cryptodb","752378 - 753617 (+)","cparIowaII","752378","753617","+","747378","758617"
"cgd1_3410","chromosome","1","CM000429","cryptodb","754173 - 754445 (+)","cparIowaII","754173","754445","+","749173","759445"
"cgd1_3420","chromosome","1","CM000429","cryptodb","755245 - 757449 (+)","cparIowaII","755245","757449","+","750245","762449"
"cgd1_3430","chromosome","1","CM000429","cryptodb","757497 - 757924 (+)","cparIowaII","757497","757924","+","752497","762924"
"cgd1_3440","chromosome","1","CM000429","cryptodb","757931 - 759400 (-)","cparIowaII","757931","759400","-","752931","764400"
"cgd1_3450","chromosome","1","CM000429","cryptodb","759624 - 761868 (+)","cparIowaII","759624","761868","+","754624","766868"
"cgd1_3460","chromosome","1","CM000429","cryptodb","762073 - 763032 (-)","cparIowaII","762073","763032","-","757073","768032"
"cgd1_3470","chromosome","1","CM000429","cryptodb","763730 - 764422 (+)","cparIowaII","763730","764422","+","758730","769422"
"cgd1_3480","chromosome","1","CM000429","cryptodb","764430 - 766267 (-)","cparIowaII","764430","766267","-","759430","771267"
"cgd1_3490","chromosome","1","CM000429","cryptodb","766844 - 767300 (-)","cparIowaII","766844","767300","-","761844","772300"
"cgd1_350","chromosome","1","CM000429","cryptodb","77948 - 80290 (+)","cparIowaII","77948","80290","+","72948","85290"
"cgd1_3500","chromosome","1","CM000429","cryptodb","768100 - 770594 (-)","cparIowaII","768100","770594","-","763100","775594"
"cgd1_3510","chromosome","1","CM000429","cryptodb","770993 - 772753 (+)","cparIowaII","770993","772753","+","765993","777753"
"cgd1_3520","chromosome","1","CM000429","cryptodb","773437 - 775107 (-)","cparIowaII","773437","775107","-","768437","780107"
"cgd1_3530","chromosome","1","CM000429","cryptodb","776497 - 779176 (-)","cparIowaII","776497","779176","-","771497","784176"
"cgd1_3540","chromosome","1","CM000429","cryptodb","779715 - 785534 (+)","cparIowaII","779715","785534","+","774715","790534"
"cgd1_3543","chromosome","1","CM000429","cryptodb","786072 - 786694 (+)","cparIowaII","786072","786694","+","781072","791694"
"cgd1_3550","chromosome","1","CM000429","cryptodb","788091 - 790868 (+)","cparIowaII","788091","790868","+","783091","795868"
"cgd1_3560","chromosome","1","CM000429","cryptodb","792033 - 792413 (+)","cparIowaII","792033","792413","+","787033","797413"
"cgd1_3570","chromosome","1","CM000429","cryptodb","793113 - 794372 (-)","cparIowaII","793113","794372","-","788113","799372"
"cgd1_3580","chromosome","1","CM000429","cryptodb","796034 - 796462 (+)","cparIowaII","796034","796462","+","791034","801462"
"cgd1_3583","chromosome","1","CM000429","cryptodb","796519 - 797339 (+)","cparIowaII","796519","797339","+","791519","802339"
"cgd1_3590","chromosome","1","CM000429","cryptodb","797516 - 798853 (+)","cparIowaII","797516","798853","+","792516","803853"
"cgd1_360","chromosome","1","CM000429","cryptodb","81290 - 83800 (-)","cparIowaII","81290","83800","-","76290","88800"
"cgd1_3600","chromosome","1","CM000429","cryptodb","799450 - 801953 (+)","cparIowaII","799450","801953","+","794450","806953"
"cgd1_3610","chromosome","1","CM000429","cryptodb","802160 - 804967 (-)","cparIowaII","802160","804967","-","797160","809967"
"cgd1_3620","chromosome","1","CM000429","cryptodb","806176 - 807282 (+)","cparIowaII","806176","807282","+","801176","812282"
"cgd1_3630","chromosome","1","CM000429","cryptodb","807664 - 809901 (-)","cparIowaII","807664","809901","-","802664","814901"
"cgd1_3640","chromosome","1","CM000429","cryptodb","810344 - 811912 (+)","cparIowaII","810344","811912","+","805344","816912"
"cgd1_3650","chromosome","1","CM000429","cryptodb","812674 - 813732 (-)","cparIowaII","812674","813732","-","807674","818732"
"cgd1_3660","chromosome","1","CM000429","cryptodb","814034 - 814651 (-)","cparIowaII","814034","814651","-","809034","819651"
"cgd1_3670","chromosome","1","CM000429","cryptodb","815338 - 821955 (+)","cparIowaII","815338","821955","+","810338","826955"
"cgd1_3680","chromosome","1","CM000429","cryptodb","822452 - 824064 (+)","cparIowaII","822452","824064","+","817452","829064"
"cgd1_3690","chromosome","1","CM000429","cryptodb","824333 - 827410 (-)","cparIowaII","824333","827410","-","819333","832410"
"cgd1_370","chromosome","1","CM000429","cryptodb","84017 - 86260 (-)","cparIowaII","84017","86260","-","79017","91260"
"cgd1_3700","chromosome","1","CM000429","cryptodb","828590 - 829951 (+)","cparIowaII","828590","829951","+","823590","834951"
"cgd1_3710","chromosome","1","CM000429","cryptodb","830164 - 832251 (-)","cparIowaII","830164","832251","-","825164","837251"
"cgd1_3720","chromosome","1","CM000429","cryptodb","833003 - 834387 (+)","cparIowaII","833003","834387","+","828003","839387"
"cgd1_3730","chromosome","1","CM000429","cryptodb","834953 - 837043 (-)","cparIowaII","834953","837043","-","829953","842043"
"cgd1_3740","chromosome","1","CM000429","cryptodb","837447 - 841670 (+)","cparIowaII","837447","841670","+","832447","846670"
"cgd1_3750","chromosome","1","CM000429","cryptodb","841889 - 842749 (-)","cparIowaII","841889","842749","-","836889","847749"
"cgd1_3760","chromosome","1","CM000429","cryptodb","842976 - 846455 (+)","cparIowaII","842976","846455","+","837976","851455"
"cgd1_3770","chromosome","1","CM000429","cryptodb","846723 - 847413 (+)","cparIowaII","846723","847413","+","841723","852413"
"cgd1_3780","chromosome","1","CM000429","cryptodb","847536 - 849980 (-)","cparIowaII","847536","849980","-","842536","854980"
"cgd1_3790","chromosome","1","CM000429","cryptodb","850156 - 853974 (-)","cparIowaII","850156","853974","-","845156","858974"
"cgd1_380","chromosome","1","CM000429","cryptodb","86560 - 87986 (-)","cparIowaII","86560","87986","-","81560","92986"
"cgd1_3800","chromosome","1","CM000429","cryptodb","854756 - 855328 (+)","cparIowaII","854756","855328","+","849756","860328"
"cgd1_3810","chromosome","1","CM000429","cryptodb","855666 - 858404 (+)","cparIowaII","855666","858404","+","850666","863404"
"cgd1_3820","chromosome","1","CM000429","cryptodb","859106 - 862093 (+)","cparIowaII","859106","862093","+","854106","867093"
"cgd1_3830","chromosome","1","CM000429","cryptodb","862446 - 863049 (+)","cparIowaII","862446","863049","+","857446","868049"
"cgd1_3840","chromosome","1","CM000429","cryptodb","863231 - 866454 (+)","cparIowaII","863231","866454","+","858231","871454"
"cgd1_3850","chromosome","1","CM000429","cryptodb","868819 - 871593 (+)","cparIowaII","868819","871593","+","863819","876593"
"cgd1_3860","chromosome","1","CM000429","cryptodb","873501 - 874792 (-)","cparIowaII","873501","874792","-","868501","879792"
"cgd1_390","chromosome","1","CM000429","cryptodb","88568 - 89564 (+)","cparIowaII","88568","89564","+","83568","94564"
"cgd1_40","chromosome","1","CM000429","cryptodb","12064 - 13215 (-)","cparIowaII","12064","13215","-","7064","18215"
"cgd1_400","chromosome","1","CM000429","cryptodb","89770 - 91956 (+)","cparIowaII","89770","91956","+","84770","96956"
"cgd1_410","chromosome","1","CM000429","cryptodb","91981 - 92589 (-)","cparIowaII","91981","92589","-","86981","97589"
"cgd1_420","chromosome","1","CM000429","cryptodb","93432 - 94158 (+)","cparIowaII","93432","94158","+","88432","99158"
"cgd1_430","chromosome","1","CM000429","cryptodb","94302 - 95066 (-)","cparIowaII","94302","95066","-","89302","100066"
"cgd1_440","chromosome","1","CM000429","cryptodb","95287 - 96227 (+)","cparIowaII","95287","96227","+","90287","101227"
"cgd1_450","chromosome","1","CM000429","cryptodb","96245 - 98250 (-)","cparIowaII","96245","98250","-","91245","103250"
"cgd1_460","chromosome","1","CM000429","cryptodb","98340 - 100354 (-)","cparIowaII","98340","100354","-","93340","105354"
"cgd1_470","chromosome","1","CM000429","cryptodb","101219 - 104017 (+)","cparIowaII","101219","104017","+","96219","109017"
