gene;start;end;state;chromosome;chr;color
cgd2_190;48167;48577;Known function;2;chr2;2
cgd2_1900;389071;390078;Known function;2;chr2;2
cgd2_1910;390431;392035;Known function;2;chr2;2
cgd2_1920;392209;395631;Unknown function;2;chr2;1
cgd2_1930;395832;396329;Known function;2;chr2;2
cgd2_1940;397247;397953;Known function;2;chr2;2
cgd2_1950;397695;400159;Known function;2;chr2;2
cgd2_1960;400202;402334;Known function;2;chr2;2
cgd2_1970;403365;406253;Unknown function;2;chr2;1
cgd2_1980;407026;408138;Unknown function;2;chr2;1
cgd2_1990;408208;408909;Known function;2;chr2;2
cgd2_20;3136;5184;Known function;2;chr2;2
cgd2_200;48767;49738;Unknown function;2;chr2;1
cgd2_2000;409049;410228;Known function;2;chr2;2
cgd2_2010;410463;411266;Known function;2;chr2;2
cgd2_2020;411517;412134;Unknown function;2;chr2;1
cgd2_2030;412233;412908;Unknown function;2;chr2;1
cgd2_2040;412931;414151;Unknown function;2;chr2;1
cgd2_2050;414759;415625;Known function;2;chr2;2
cgd2_2060;416130;418259;Known function;2;chr2;2
cgd2_2070;418308;419885;Known function;2;chr2;2
cgd2_2080;420081;421240;Unknown function;2;chr2;1
cgd2_2090;421286;424635;Known function;2;chr2;2
cgd2_210;49924;51664;Known function;2;chr2;2
cgd2_2100;424580;425267;Unknown function;2;chr2;1
cgd2_2110;425589;426155;Unknown function;2;chr2;1
cgd2_2120;426567;426863;Known function;2;chr2;2
cgd2_2130;427031;431311;Known function;2;chr2;2
cgd2_2140;431889;437345;Unknown function;2;chr2;1
cgd2_2150;437380;437787;Unknown function;2;chr2;1
cgd2_2160;437848;440727;Known function;2;chr2;2
cgd2_2170;440871;442559;Known function;2;chr2;2
cgd2_2180;442770;443120;Unknown function;2;chr2;1
cgd2_2190;443308;444549;Known function;2;chr2;2
cgd2_220;52137;53860;Known function;2;chr2;2
cgd2_2200;445057;445362;Known function;2;chr2;2
cgd2_2210;445694;446905;Known function;2;chr2;2
cgd2_2220;447336;448190;Unknown function;2;chr2;1
cgd2_2230;448227;450728;Unknown function;2;chr2;1
cgd2_2240;450891;452276;Unknown function;2;chr2;1
cgd2_2250;452849;453395;Known function;2;chr2;2
cgd2_2260;453593;455626;Known function;2;chr2;2
cgd2_2270;455661;456698;Unknown function;2;chr2;1
cgd2_2280;456918;458597;Known function;2;chr2;2
cgd2_2290;458797;459720;Known function;2;chr2;2
cgd2_230;54105;59152;Known function;2;chr2;2
cgd2_2300;460217;461680;Known function;2;chr2;2
cgd2_2310;461790;463424;Known function;2;chr2;2
cgd2_2320;463587;468647;Known function;2;chr2;2
cgd2_2330;468839;469345;Unknown function;2;chr2;1
cgd2_2340;469371;474329;Known function;2;chr2;2
cgd2_2350;474683;476398;Known function;2;chr2;2
cgd2_2360;476467;482373;Known function;2;chr2;2
cgd2_2370;483128;483532;Unknown function;2;chr2;1
cgd2_2380;483861;484826;Unknown function;2;chr2;1
cgd2_2390;484894;485904;Unknown function;2;chr2;1
cgd2_240;60002;60868;Known function;2;chr2;2
cgd2_2400;486138;490013;Known function;2;chr2;2
cgd2_2410;490095;490562;Known function;2;chr2;2
cgd2_2420;490790;492235;Known function;2;chr2;2
cgd2_2430;492300;493303;Known function;2;chr2;2
cgd2_2440;493322;493758;Known function;2;chr2;2
cgd2_2450;494012;494515;Unknown function;2;chr2;1
cgd2_2460;494609;495249;Unknown function;2;chr2;1
cgd2_2470;495317;496021;Unknown function;2;chr2;1
cgd2_2480;496443;497861;Known function;2;chr2;2
cgd2_2490;499105;499989;Unknown function;2;chr2;1
cgd2_250;60988;61380;Known function;2;chr2;2
cgd2_2500;500132;501904;Known function;2;chr2;2
cgd2_2510;501969;504263;Known function;2;chr2;2
cgd2_2520;504383;505214;Unknown function;2;chr2;1
cgd2_2523;505321;506313;Unknown function;2;chr2;1
cgd2_2530;506527;507555;Unknown function;2;chr2;1
cgd2_2533;507909;508412;Unknown function;2;chr2;1
cgd2_2540;508551;508877;Known function;2;chr2;2
cgd2_2550;509271;514880;Unknown function;2;chr2;1
cgd2_2560;515739;518714;Unknown function;2;chr2;1
cgd2_2570;519031;519829;Unknown function;2;chr2;1
cgd2_2580;520249;527208;Unknown function;2;chr2;1
cgd2_2590;524415;524798;Unknown function;2;chr2;1
cgd2_260;61838;62874;Unknown function;2;chr2;1
cgd2_2600;527249;528740;Unknown function;2;chr2;1
cgd2_2610;528824;536662;Known function;2;chr2;2
cgd2_2620;537132;538931;Unknown function;2;chr2;1
cgd2_2630;539194;541164;Unknown function;2;chr2;1
cgd2_2640;541558;542115;Unknown function;2;chr2;1
cgd2_2650;542578;543834;Unknown function;2;chr2;1
cgd2_2660;544067;545359;Known function;2;chr2;2
cgd2_2670;545894;547138;Known function;2;chr2;2
cgd2_2680;547348;551652;Known function;2;chr2;2
cgd2_2690;552235;552852;Known function;2;chr2;2
cgd2_270;62987;65067;Known function;2;chr2;2
cgd2_2700;553406;554893;Known function;2;chr2;2
cgd2_2710;555033;556685;Known function;2;chr2;2
cgd2_2720;557113;560124;Known function;2;chr2;2
cgd2_2730;560922;564410;Known function;2;chr2;2
cgd2_2740;564734;566614;Known function;2;chr2;2
cgd2_2750;566716;570765;Known function;2;chr2;2
cgd2_2760;571009;573281;Known function;2;chr2;2
cgd2_2770;573430;579984;Known function;2;chr2;2
cgd2_2780;580496;581617;Known function;2;chr2;2
cgd2_2790;581692;582790;Known function;2;chr2;2
cgd2_280;65281;65898;Known function;2;chr2;2
cgd2_2800;583013;583855;Known function;2;chr2;2
cgd2_2810;583983;584675;Known function;2;chr2;2
cgd2_2820;584979;585560;Known function;2;chr2;2
cgd2_2830;585705;586625;Known function;2;chr2;2
cgd2_2840;586780;590112;Known function;2;chr2;2
cgd2_2850;590438;590992;Unknown function;2;chr2;1
cgd2_2860;591373;591942;Unknown function;2;chr2;1
cgd2_2870;592280;592486;Known function;2;chr2;2
cgd2_2880;592705;593826;Known function;2;chr2;2
cgd2_2890;593980;594876;Known function;2;chr2;2
cgd2_290;65937;67488;Unknown function;2;chr2;1
cgd2_2900;594996;595511;Unknown function;2;chr2;1
cgd2_2910;595912;599580;Known function;2;chr2;2
cgd2_2920;599661;600763;Known function;2;chr2;2
cgd2_2930;600944;602592;Unknown function;2;chr2;1
cgd2_2940;603043;607997;Known function;2;chr2;2
cgd2_2950;608173;615061;Known function;2;chr2;2
cgd2_2960;615324;616901;Known function;2;chr2;2
cgd2_2970;617076;617665;Known function;2;chr2;2
cgd2_2980;617862;621164;Unknown function;2;chr2;1
cgd2_30;6254;7765;Known function;2;chr2;2
cgd2_300;67790;71536;Known function;2;chr2;2
cgd2_3000;622764;623198;Known function;2;chr2;2
cgd2_3010;623601;625844;Known function;2;chr2;2
cgd2_3020;626110;626637;Known function;2;chr2;2
cgd2_3030;627100;629214;Unknown function;2;chr2;1
cgd2_3040;629335;629829;Unknown function;2;chr2;1
cgd2_3050;631250;631678;Unknown function;2;chr2;1
cgd2_3060;631731;632515;Unknown function;2;chr2;1
cgd2_3070;633136;633684;Known function;2;chr2;2
cgd2_3080;634689;636032;Known function;2;chr2;2
cgd2_3090;636206;638664;Unknown function;2;chr2;1
cgd2_310;72412;73761;Known function;2;chr2;2
cgd2_3100;638911;640609;Known function;2;chr2;2
cgd2_3110;641572;644694;Unknown function;2;chr2;1
cgd2_3120;645419;647476;Unknown function;2;chr2;1
cgd2_3130;647674;648933;Unknown function;2;chr2;1
cgd2_3140;649710;652043;Unknown function;2;chr2;1
cgd2_3150;652736;654712;Known function;2;chr2;2
cgd2_3160;654726;655481;Unknown function;2;chr2;1
cgd2_3170;656497;658533;Known function;2;chr2;2
cgd2_3180;659091;660574;Known function;2;chr2;2
cgd2_3190;661149;662862;Known function;2;chr2;2
cgd2_320;73993;74473;Known function;2;chr2;2
cgd2_3200;663112;664815;Known function;2;chr2;2
cgd2_3210;665062;666453;Unknown function;2;chr2;1
cgd2_3220;667153;669265;Known function;2;chr2;2
cgd2_3230;669753;671558;Known function;2;chr2;2
cgd2_3240;672467;673720;Known function;2;chr2;2
cgd2_3250;674080;677342;Known function;2;chr2;2
cgd2_3260;678135;679841;Known function;2;chr2;2
cgd2_3270;680052;682064;Known function;2;chr2;2
cgd2_3280;683032;683406;Unknown function;2;chr2;1
cgd2_3290;683559;685259;Unknown function;2;chr2;1
cgd2_330;74688;76295;Known function;2;chr2;2
cgd2_3300;686449;688161;Known function;2;chr2;2
cgd2_3310;688488;691277;Unknown function;2;chr2;1
cgd2_3320;691625;694084;Known function;2;chr2;2
cgd2_3330;695197;697980;Known function;2;chr2;2
cgd2_3340;698800;701121;Known function;2;chr2;2
cgd2_3350;701970;703153;Unknown function;2;chr2;1
cgd2_3360;703579;706602;Unknown function;2;chr2;1
cgd2_3370;707314;708311;Unknown function;2;chr2;1
cgd2_3380;708853;710412;Known function;2;chr2;2
cgd2_3390;710704;711198;Unknown function;2;chr2;1
cgd2_340;76810;80520;Known function;2;chr2;2
cgd2_3400;711355;714617;Known function;2;chr2;2
cgd2_3403;711370;711772;Unknown function;2;chr2;1
cgd2_3410;715000;715548;Known function;2;chr2;2
cgd2_3420;715973;717225;Known function;2;chr2;2
cgd2_3430;717649;720849;Known function;2;chr2;2
cgd2_3440;720873;725780;Known function;2;chr2;2
cgd2_3450;726677;727831;Known function;2;chr2;2
cgd2_3460;728025;730605;Known function;2;chr2;2
cgd2_3470;730559;731620;Unknown function;2;chr2;1
cgd2_3480;731972;734248;Unknown function;2;chr2;1
cgd2_3490;734529;738458;Known function;2;chr2;2
cgd2_350;80767;80934;Known function;2;chr2;2
cgd2_3500;739128;741242;Unknown function;2;chr2;1
cgd2_3510;742043;743851;Known function;2;chr2;2
cgd2_3520;743878;744825;Unknown function;2;chr2;1
cgd2_3530;745761;747386;Known function;2;chr2;2
cgd2_3540;749112;756449;Known function;2;chr2;2
cgd2_3550;756684;759266;Known function;2;chr2;2
cgd2_3560;760795;762150;Known function;2;chr2;2
cgd2_3570;762210;763769;Known function;2;chr2;2
cgd2_3580;764173;765975;Unknown function;2;chr2;1
cgd2_3585;767836;767947;Unknown function;2;chr2;1
cgd2_3590;769013;788752;Unknown function;2;chr2;1
cgd2_360;81272;83699;Known function;2;chr2;2
cgd2_3600;790157;794560;Unknown function;2;chr2;1
cgd2_3610;794592;795869;Known function;2;chr2;2
cgd2_3620;796313;799183;Known function;2;chr2;2
cgd2_3630;800011;801978;Unknown function;2;chr2;1
cgd2_3640;802544;804205;Known function;2;chr2;2
cgd2_3645;803970;804066;Unknown function;2;chr2;1
cgd2_3650;804799;805770;Known function;2;chr2;2
cgd2_3660;806094;808093;Known function;2;chr2;2
cgd2_3670;808538;810731;Unknown function;2;chr2;1
cgd2_3680;810985;813304;Known function;2;chr2;2
cgd2_3690;813954;826193;Known function;2;chr2;2
cgd2_370;84177;85119;Known function;2;chr2;2
cgd2_3700;826889;831784;Known function;2;chr2;2
cgd2_3710;832732;834219;Known function;2;chr2;2
cgd2_3720;834423;835056;Unknown function;2;chr2;1
cgd2_3730;835125;836285;Known function;2;chr2;2
cgd2_3740;836657;838045;Unknown function;2;chr2;1
cgd2_3750;838690;840927;Unknown function;2;chr2;1
cgd2_3760;841174;841626;Known function;2;chr2;2
cgd2_3770;841934;843522;Unknown function;2;chr2;1
cgd2_3780;844095;846264;Unknown function;2;chr2;1
cgd2_3790;846800;847114;Known function;2;chr2;2
cgd2_380;85357;86272;Known function;2;chr2;2
cgd2_3800;847392;848501;Unknown function;2;chr2;1
cgd2_3810;849265;850692;Known function;2;chr2;2
cgd2_3820;850822;851148;Unknown function;2;chr2;1
cgd2_3830;851199;853635;Unknown function;2;chr2;1
cgd2_3840;854253;855332;Unknown function;2;chr2;1
cgd2_3850;856064;859633;Known function;2;chr2;2
cgd2_3860;859832;861818;Known function;2;chr2;2
cgd2_3870;862672;868543;Known function;2;chr2;2
cgd2_3880;868578;870071;Known function;2;chr2;2
cgd2_3890;870697;871953;Known function;2;chr2;2
cgd2_390;87851;89633;Unknown function;2;chr2;1
cgd2_3900;871970;875695;Unknown function;2;chr2;1
cgd2_3910;876880;877353;Known function;2;chr2;2
cgd2_3913;878049;878813;Unknown function;2;chr2;1
cgd2_3920;879145;883163;Unknown function;2;chr2;1
cgd2_3930;884180;885399;Known function;2;chr2;2
cgd2_3940;885441;886624;Known function;2;chr2;2
cgd2_3950;887434;888406;Known function;2;chr2;2
cgd2_3960;888597;890530;Known function;2;chr2;2
cgd2_3970;891301;891970;Known function;2;chr2;2
cgd2_3980;893847;895922;Known function;2;chr2;2
cgd2_3990;896356;897801;Known function;2;chr2;2
cgd2_40;7844;9346;Known function;2;chr2;2
cgd2_400;89956;90540;Known function;2;chr2;2
cgd2_4000;897917;898486;Unknown function;2;chr2;1
cgd2_4010;898780;899885;Known function;2;chr2;2
cgd2_4020;900014;901029;Unknown function;2;chr2;1
cgd2_4030;901684;904086;Unknown function;2;chr2;1
cgd2_4040;904103;908691;Known function;2;chr2;2
cgd2_4050;909431;912069;Known function;2;chr2;2
cgd2_4060;912916;915270;Unknown function;2;chr2;1
cgd2_4070;915324;916547;Known function;2;chr2;2
cgd2_4080;916668;918422;Known function;2;chr2;2
cgd2_4090;918869;920964;Known function;2;chr2;2
cgd2_410;91221;92006;Known function;2;chr2;2
cgd2_4100;921193;921540;Unknown function;2;chr2;1
cgd2_4103;922461;923095;Unknown function;2;chr2;1
cgd2_4110;923440;925825;Known function;2;chr2;2
cgd2_4120;926202;926720;Known function;2;chr2;2
cgd2_4130;927067;928089;Known function;2;chr2;2
cgd2_4140;928709;929272;Known function;2;chr2;2
cgd2_4145;929671;929742;Unknown function;2;chr2;1
cgd2_4150;929548;932993;Known function;2;chr2;2
cgd2_4160;933413;934102;Unknown function;2;chr2;1
cgd2_4170;934191;934550;Unknown function;2;chr2;1
cgd2_4175;934807;934879;Unknown function;2;chr2;1
cgd2_4180;935795;936262;Unknown function;2;chr2;1
cgd2_4190;936407;939871;Known function;2;chr2;2
cgd2_420;93322;93939;Known function;2;chr2;2
cgd2_4200;940269;942356;Known function;2;chr2;2
cgd2_4210;942275;943879;Unknown function;2;chr2;1
cgd2_4220;943907;946717;Unknown function;2;chr2;1
cgd2_4230;946750;947196;Unknown function;2;chr2;1
cgd2_4240;947461;952084;Unknown function;2;chr2;1
cgd2_4250;952190;954451;Known function;2;chr2;2
cgd2_4260;954778;956145;Known function;2;chr2;2
cgd2_4270;956318;960091;Known function;2;chr2;2
cgd2_4280;960475;961707;Known function;2;chr2;2
cgd2_4290;961818;962768;Unknown function;2;chr2;1
cgd2_430;94753;95373;Known function;2;chr2;2
cgd2_4300;963445;964080;Known function;2;chr2;2
cgd2_4310;964209;964694;Unknown function;2;chr2;1
cgd2_4320;964801;966381;Known function;2;chr2;2
cgd2_4330;966774;967448;Known function;2;chr2;2
cgd2_4340;967640;969461;Known function;2;chr2;2
cgd2_4350;969907;973871;Known function;2;chr2;2
cgd2_4360;975401;976402;Unknown function;2;chr2;1
cgd2_4370;978620;979744;Known function;2;chr2;2
cgd2_4380;983545;985208;Known function;2;chr2;2
cgd2_440;95817;96221;Known function;2;chr2;2
cgd2_450;96619;97167;Known function;2;chr2;2
cgd2_470;98061;102380;Unknown function;2;chr2;1
cgd2_480;103000;104415;Unknown function;2;chr2;1
cgd2_490;104867;106003;Unknown function;2;chr2;1
cgd2_50;10256;11755;Known function;2;chr2;2
cgd2_500;106722;108149;Known function;2;chr2;2
cgd2_510;108585;109879;Known function;2;chr2;2
cgd2_520;110199;111380;Known function;2;chr2;2
cgd2_530;112367;113001;Known function;2;chr2;2
cgd2_540;113982;115783;Known function;2;chr2;2
cgd2_550;116745;117786;Known function;2;chr2;2
cgd2_560;118078;125094;Known function;2;chr2;2
cgd2_570;124503;126123;Known function;2;chr2;2
cgd2_580;126862;133691;Unknown function;2;chr2;1
cgd2_590;134388;136158;Known function;2;chr2;2
cgd2_60;12284;17190;Known function;2;chr2;2
cgd2_600;136260;138290;Known function;2;chr2;2
cgd2_610;139057;140561;Unknown function;2;chr2;1
cgd2_620;141164;142125;Known function;2;chr2;2
cgd2_630;142532;143743;Known function;2;chr2;2
cgd2_640;144651;145670;Known function;2;chr2;2
cgd2_650;147155;149233;Known function;2;chr2;2
cgd2_660;149235;150775;Unknown function;2;chr2;1
cgd2_670;151065;152292;Unknown function;2;chr2;1
cgd2_680;152834;158194;Unknown function;2;chr2;1
cgd2_690;159512;163597;Known function;2;chr2;2
cgd2_70;18300;23716;Known function;2;chr2;2
cgd2_700;165220;168623;Known function;2;chr2;2
cgd2_710;169030;170003;Known function;2;chr2;2
cgd2_720;169951;171638;Known function;2;chr2;2
cgd2_730;171749;172972;Known function;2;chr2;2
cgd2_740;173701;173970;Known function;2;chr2;2
cgd2_750;174175;175443;Known function;2;chr2;2
cgd2_760;175666;176682;Known function;2;chr2;2
cgd2_770;176784;178386;Known function;2;chr2;2
cgd2_773;178501;179055;Unknown function;2;chr2;1
cgd2_780;179052;180152;Unknown function;2;chr2;1
cgd2_790;180906;184649;Known function;2;chr2;2
cgd2_80;24195;28625;Known function;2;chr2;2
cgd2_800;185455;187269;Known function;2;chr2;2
cgd2_810;188140;188589;Known function;2;chr2;2
cgd2_820;189155;189803;Known function;2;chr2;2
cgd2_830;190562;191242;Unknown function;2;chr2;1
cgd2_840;191491;192338;Known function;2;chr2;2
cgd2_850;192429;193367;Unknown function;2;chr2;1
cgd2_860;193965;194711;Known function;2;chr2;2
cgd2_870;195073;195756;Known function;2;chr2;2
cgd2_880;196302;198376;Known function;2;chr2;2
cgd2_883;198516;198958;Unknown function;2;chr2;1
cgd2_890;199216;200565;Unknown function;2;chr2;1
cgd2_90;29209;34359;Known function;2;chr2;2
cgd2_900;201210;202904;Known function;2;chr2;2
cgd2_910;203508;204638;Known function;2;chr2;2
cgd2_920;204966;208052;Known function;2;chr2;2
cgd2_930;208478;211519;Known function;2;chr2;2
cgd2_940;212061;215252;Known function;2;chr2;2
cgd2_950;215796;217109;Unknown function;2;chr2;1
cgd2_960;217323;219155;Unknown function;2;chr2;1
cgd2_970;219257;221566;Unknown function;2;chr2;1
cgd2_980;222053;222697;Known function;2;chr2;2
cgd2_990;223217;225115;Known function;2;chr2;2
cgd3_10;2886;6047;Known function;3;chr3;2
cgd3_100;24398;25591;Unknown function;3;chr3;1
cgd3_1000;297683;298210;Unknown function;3;chr3;1
cgd3_1010;298394;299185;Unknown function;3;chr3;1
cgd3_1020;299236;302774;Known function;3;chr3;2
cgd3_1030;302915;304527;Unknown function;3;chr3;1
cgd3_1040;304794;305393;Unknown function;3;chr3;1
cgd3_1050;306079;310209;Known function;3;chr3;2
cgd3_1060;310605;311201;Known function;3;chr3;2
cgd3_1073;311229;312267;Known function;3;chr3;2
cgd3_1090;313114;314632;Known function;3;chr3;2
cgd3_110;25952;28111;Known function;3;chr3;2
cgd3_1100;315211;316602;Unknown function;3;chr3;1
cgd3_1110;316698;328244;Known function;3;chr3;2
cgd3_1120;328782;330485;Known function;3;chr3;2
cgd3_1130;330813;331499;Unknown function;3;chr3;1
cgd3_1140;332977;333897;Unknown function;3;chr3;1
cgd3_1150;334767;335738;Unknown function;3;chr3;1
cgd3_1160;336403;337890;Unknown function;3;chr3;1
cgd3_1170;338629;339889;Unknown function;3;chr3;1
cgd3_1173;340206;347276;Known function;3;chr3;2
cgd3_1180;347128;358734;Known function;3;chr3;2
cgd3_120;28315;29001;Known function;3;chr3;2
cgd3_1200;359007;359529;Known function;3;chr3;2
cgd3_1210;360691;362085;Unknown function;3;chr3;1
cgd3_1220;362294;363166;Known function;3;chr3;2
cgd3_1230;363535;364644;Known function;3;chr3;2
cgd3_1240;365006;366376;Known function;3;chr3;2
cgd3_1250;366851;367851;Known function;3;chr3;2
cgd3_1260;368216;369016;Known function;3;chr3;2
cgd3_1270;369134;369724;Known function;3;chr3;2
cgd3_1280;369952;372090;Unknown function;3;chr3;1
cgd3_1290;372355;373958;Known function;3;chr3;2
cgd3_130;29064;30170;Known function;3;chr3;2
cgd3_1300;374719;375663;Known function;3;chr3;2
cgd3_1310;376193;377113;Known function;3;chr3;2
cgd3_1320;377549;378148;Unknown function;3;chr3;1
cgd3_1330;379040;380584;Unknown function;3;chr3;1
cgd3_1340;380837;382603;Known function;3;chr3;2
cgd3_1350;383756;386827;Known function;3;chr3;2
