"Gene ID","Ontology","GO ID","Is Not","GO Term Name","Source","Evidence Code","Reference","Support for Evidence Code Assignment","sort_key","Transcript ID(s)"
"cgd1_2710","Molecular Function","GO:0046983","N/A","protein dimerization activity","Interpro","IEA","N/A","N/A","MGO:0046983","cgd1_2710-RA"
"cgd1_2730","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd1_2730-RA"
"cgd1_2740","Biological Process","GO:0000278","N/A","mitotic cell cycle","Interpro","IEA","N/A","N/A","BGO:0000278","cgd1_2740-RA"
"cgd1_2740","Cellular Component","GO:0000775","N/A","chromosome, centromeric region","Interpro","IEA","N/A","N/A","CGO:0000775","cgd1_2740-RA"
"cgd1_2740","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd1_2740-RA"
"cgd1_2750","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_2750-RA"
"cgd1_2760","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd1_2760-RA"
"cgd1_2770","Biological Process","GO:0006351","N/A","transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006351","cgd1_2770-RA"
"cgd1_2770","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd1_2770-RA"
"cgd1_2770","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd1_2770-RA"
"cgd1_2770","Molecular Function","GO:0003899","N/A","DNA-directed 5'-3' RNA polymerase activity","Interpro","IEA","N/A","N/A","MGO:0003899","cgd1_2770-RA"
"cgd1_2783","Molecular Function","GO:0030246","N/A","carbohydrate binding","Interpro","IEA","N/A","N/A","MGO:0030246","cgd1_2783-RA"
"cgd1_2800","Biological Process","GO:0006357","N/A","regulation of transcription by RNA polymerase II","Interpro","IEA","N/A","N/A","BGO:0006357","cgd1_2800-RA"
"cgd1_2800","Cellular Component","GO:0016592","N/A","mediator complex","Interpro","IEA","N/A","N/A","CGO:0016592","cgd1_2800-RA"
"cgd1_2800","Molecular Function","GO:0003712","N/A","transcription coregulator activity","Interpro","IEA","N/A","N/A","MGO:0003712","cgd1_2800-RA"
"cgd1_2810","Biological Process","GO:0008033","N/A","tRNA processing","Interpro","IEA","N/A","N/A","BGO:0008033","cgd1_2810-RA"
"cgd1_2810","Molecular Function","GO:0008168","N/A","methyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0008168","cgd1_2810-RA"
"cgd1_2830","Biological Process","GO:0016192","N/A","vesicle-mediated transport","Interpro","IEA","N/A","N/A","BGO:0016192","cgd1_2830-RA"
"cgd1_2830","Cellular Component","GO:0016020","N/A","membrane","Interpro","IEA","N/A","N/A","CGO:0016020","cgd1_2830-RA"
"cgd1_2840","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd1_2840-RA"
"cgd1_2840","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd1_2840-RA"
"cgd1_2850","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd1_2850-RA"
"cgd1_2850","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd1_2850-RA"
"cgd1_2850","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_2850-RA"
"cgd1_2860","Molecular Function","GO:0008168","N/A","methyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0008168","cgd1_2860-RA"
"cgd1_2870","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd1_2870-RA"
"cgd1_2890","Biological Process","GO:0006364","N/A","rRNA processing","Interpro","IEA","N/A","N/A","BGO:0006364","cgd1_2890-RA"
"cgd1_2890","Cellular Component","GO:0032040","N/A","small-subunit processome","Interpro","IEA","N/A","N/A","CGO:0032040","cgd1_2890-RA"
"cgd1_2890","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_2890-RA"
"cgd1_290","Biological Process","GO:0016579","N/A","protein deubiquitination","Interpro","IEA","N/A","N/A","BGO:0016579","cgd1_290-RA"
"cgd1_290","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_290-RA"
"cgd1_290","Molecular Function","GO:0036459","N/A","thiol-dependent ubiquitinyl hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0036459","cgd1_290-RA"
"cgd1_2920","Biological Process","GO:0016192","N/A","vesicle-mediated transport","Interpro","IEA","N/A","N/A","BGO:0016192","cgd1_2920-RA"
"cgd1_2920","Cellular Component","GO:0005794","N/A","Golgi apparatus","Interpro","IEA","N/A","N/A","CGO:0005794","cgd1_2920-RA"
"cgd1_2920","Molecular Function","GO:0005484","N/A","SNAP receptor activity","Interpro","IEA","N/A","N/A","MGO:0005484","cgd1_2920-RA"
"cgd1_2950","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd1_2950-RA"
"cgd1_2960","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd1_2960-RA"
"cgd1_2960","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd1_2960-RA"
"cgd1_2960","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_2960-RA"
"cgd1_2980","Molecular Function","GO:0019904","N/A","protein domain specific binding","Interpro","IEA","N/A","N/A","MGO:0019904","cgd1_2980-RA"
"cgd1_300","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd1_300-RA"
"cgd1_300","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd1_300-RA"
"cgd1_300","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd1_300-RA"
"cgd1_300","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd1_300-RA"
"cgd1_3000","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd1_3000-RA"
"cgd1_3000","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd1_3000-RA"
"cgd1_3000","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd1_3000-RA"
"cgd1_3000","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd1_3000-RA"
"cgd1_3010","Biological Process","GO:0006621","N/A","protein retention in ER lumen","Interpro","IEA","N/A","N/A","BGO:0006621","cgd1_3010-RA"
"cgd1_3010","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd1_3010-RA"
"cgd1_3010","Molecular Function","GO:0046923","N/A","ER retention sequence binding","Interpro","IEA","N/A","N/A","MGO:0046923","cgd1_3010-RA"
"cgd1_3020","Biological Process","GO:0006096","N/A","glycolytic process","Interpro","IEA","N/A","N/A","BGO:0006096","cgd1_3020-RA"
"cgd1_3020","Molecular Function","GO:0004332","N/A","fructose-bisphosphate aldolase activity","Interpro","IEA","N/A","N/A","MGO:0004332","cgd1_3020-RA"
"cgd1_3030","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3030-RA"
"cgd1_3040","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd1_3040-RA"
"cgd1_3040","Molecular Function","GO:0004807","N/A","triose-phosphate isomerase activity","Interpro","IEA","N/A","N/A","MGO:0004807","cgd1_3040-RA"
"cgd1_3050","Biological Process","GO:0006812","N/A","cation transport","Interpro","IEA","N/A","N/A","BGO:0006812","cgd1_3050-RA"
"cgd1_3050","Biological Process","GO:0055085","N/A","transmembrane transport","Interpro","IEA","N/A","N/A","BGO:0055085","cgd1_3050-RA"
"cgd1_3050","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd1_3050-RA"
"cgd1_3050","Molecular Function","GO:0008324","N/A","cation transmembrane transporter activity","Interpro","IEA","N/A","N/A","MGO:0008324","cgd1_3050-RA"
"cgd1_3060","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd1_3060-RA"
"cgd1_3060","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd1_3060-RA"
"cgd1_3060","Molecular Function","GO:0016810","N/A","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","Interpro","IEA","N/A","N/A","MGO:0016810","cgd1_3060-RA"
"cgd1_3070","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd1_3070-RA"
"cgd1_3080","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd1_3080-RA"
"cgd1_310","Biological Process","GO:0006281","N/A","DNA repair","Interpro","IEA","N/A","N/A","BGO:0006281","cgd1_310-RA"
"cgd1_310","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd1_310-RA"
"cgd1_310","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd1_310-RA"
"cgd1_3100","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3100-RA"
"cgd1_3140","Biological Process","GO:0006207","N/A","'de novo' pyrimidine nucleobase biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006207","cgd1_3140-RA"
"cgd1_3140","Biological Process","GO:0006221","N/A","pyrimidine nucleotide biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006221","cgd1_3140-RA"
"cgd1_3140","Molecular Function","GO:0004127","N/A","cytidylate kinase activity","Interpro","IEA","N/A","N/A","MGO:0004127","cgd1_3140-RA"
"cgd1_3140","Molecular Function","GO:0009041","N/A","uridylate kinase activity","Interpro","IEA","N/A","N/A","MGO:0009041","cgd1_3140-RA"
"cgd1_3160","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3160-RA"
"cgd1_3200","Biological Process","GO:0070072","N/A","vacuolar proton-transporting V-type ATPase complex assembly","Interpro","IEA","N/A","N/A","BGO:0070072","cgd1_3200-RA"
"cgd1_3220","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd1_3220-RA"
"cgd1_3230","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd1_3230-RA"
"cgd1_3230","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd1_3230-RA"
"cgd1_3230","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_3230-RA"
"cgd1_3270","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3270-RA"
"cgd1_3290","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd1_3290-RA"
"cgd1_330","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_330-RA"
"cgd1_330","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd1_330-RA"
"cgd1_3343","Biological Process","GO:0007021","N/A","tubulin complex assembly","Interpro","IEA","N/A","N/A","BGO:0007021","cgd1_3343-RA"
"cgd1_3343","Biological Process","GO:0007023","N/A","post-chaperonin tubulin folding pathway","Interpro","IEA","N/A","N/A","BGO:0007023","cgd1_3343-RA"
"cgd1_3343","Molecular Function","GO:0048487","N/A","beta-tubulin binding","Interpro","IEA","N/A","N/A","MGO:0048487","cgd1_3343-RA"
"cgd1_3360","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd1_3360-RA"
"cgd1_3360","Cellular Component","GO:0016020","N/A","membrane","Interpro","IEA","N/A","N/A","CGO:0016020","cgd1_3360-RA"
"cgd1_3360","Molecular Function","GO:0004222","N/A","metalloendopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004222","cgd1_3360-RA"
"cgd1_3360","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_3360-RA"
"cgd1_3380","Biological Process","GO:0006506","N/A","GPI anchor biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006506","cgd1_3380-RA"
"cgd1_3380","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd1_3380-RA"
"cgd1_3380","Molecular Function","GO:0017176","N/A","phosphatidylinositol N-acetylglucosaminyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0017176","cgd1_3380-RA"
"cgd1_3390","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_3390-RA"
"cgd1_340","Biological Process","GO:0016579","N/A","protein deubiquitination","Interpro","IEA","N/A","N/A","BGO:0016579","cgd1_340-RA"
"cgd1_340","Molecular Function","GO:0004843","N/A","thiol-dependent ubiquitin-specific protease activity","Interpro","IEA","N/A","N/A","MGO:0004843","cgd1_340-RA"
"cgd1_340","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_340-RA"
"cgd1_3420","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd1_3420-RA"
"cgd1_3420","Molecular Function","GO:0004518","N/A","nuclease activity","Interpro","IEA","N/A","N/A","MGO:0004518","cgd1_3420-RA"
"cgd1_3440","Biological Process","GO:0008033","N/A","tRNA processing","Interpro","IEA","N/A","N/A","BGO:0008033","cgd1_3440-RA"
"cgd1_3440","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd1_3440-RA"
"cgd1_3440","Molecular Function","GO:0017150","N/A","tRNA dihydrouridine synthase activity","Interpro","IEA","N/A","N/A","MGO:0017150","cgd1_3440-RA"
"cgd1_3440","Molecular Function","GO:0050660","N/A","flavin adenine dinucleotide binding","Interpro","IEA","N/A","N/A","MGO:0050660","cgd1_3440-RA"
"cgd1_3460","Biological Process","GO:0051016","N/A","barbed-end actin filament capping","Interpro","IEA","N/A","N/A","BGO:0051016","cgd1_3460-RA"
"cgd1_3460","Cellular Component","GO:0008290","N/A","F-actin capping protein complex","Interpro","IEA","N/A","N/A","CGO:0008290","cgd1_3460-RA"
"cgd1_3470","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3470-RA"
"cgd1_350","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd1_350-RA"
"cgd1_3520","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd1_3520-RA"
"cgd1_3520","Molecular Function","GO:0003700","N/A","DNA-binding transcription factor activity","Interpro","IEA","N/A","N/A","MGO:0003700","cgd1_3520-RA"
"cgd1_3530","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd1_3530-RA"
"cgd1_3540","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3540-RA"
"cgd1_3550","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd1_3550-RA"
"cgd1_3550","Cellular Component","GO:0005576","N/A","extracellular region","Interpro","IEA","N/A","N/A","CGO:0005576","cgd1_3550-RA"
"cgd1_3550","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3550-RA"
"cgd1_3610","Biological Process","GO:0006629","N/A","lipid metabolic process","Interpro","IEA","N/A","N/A","BGO:0006629","cgd1_3610-RA"
"cgd1_3610","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd1_3610-RA"
"cgd1_3620","Biological Process","GO:0006367","N/A","transcription initiation from RNA polymerase II promoter","Interpro","IEA","N/A","N/A","BGO:0006367","cgd1_3620-RA"
"cgd1_3620","Cellular Component","GO:0005669","N/A","transcription factor TFIID complex","Interpro","IEA","N/A","N/A","CGO:0005669","cgd1_3620-RA"
"cgd1_3670","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd1_3670-RA"
"cgd1_370","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd1_370-RA"
"cgd1_370","Molecular Function","GO:0004181","N/A","metallocarboxypeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004181","cgd1_370-RA"
"cgd1_370","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd1_370-RA"
"cgd1_3700","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3700-RA"
"cgd1_3710","Biological Process","GO:0008152","N/A","metabolic process","Interpro","IEA","N/A","N/A","BGO:0008152","cgd1_3710-RA"
"cgd1_3710","Biological Process","GO:0019427","N/A","acetyl-CoA biosynthetic process from acetate","Interpro","IEA","N/A","N/A","BGO:0019427","cgd1_3710-RA"
"cgd1_3710","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd1_3710-RA"
"cgd1_3710","Molecular Function","GO:0003987","N/A","acetate-CoA ligase activity","Interpro","IEA","N/A","N/A","MGO:0003987","cgd1_3710-RA"
"cgd1_3710","Molecular Function","GO:0016208","N/A","AMP binding","Interpro","IEA","N/A","N/A","MGO:0016208","cgd1_3710-RA"
"cgd1_3720","Biological Process","GO:0006506","N/A","GPI anchor biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006506","cgd1_3720-RA"
"cgd1_3720","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd1_3720-RA"
"cgd1_3720","Molecular Function","GO:0016758","N/A","transferase activity, transferring hexosyl groups","Interpro","IEA","N/A","N/A","MGO:0016758","cgd1_3720-RA"
"cgd1_3730","Biological Process","GO:1901135","N/A","carbohydrate derivative metabolic process","Interpro","IEA","N/A","N/A","BGO:1901135","cgd1_3730-RA"
"cgd1_3730","Biological Process","GO:1901137","N/A","carbohydrate derivative biosynthetic process","Interpro","IEA","N/A","N/A","BGO:1901137","cgd1_3730-RA"
"cgd1_3730","Molecular Function","GO:0004360","N/A","glutamine-fructose-6-phosphate transaminase (isomerizing) activity","Interpro","IEA","N/A","N/A","MGO:0004360","cgd1_3730-RA"
"cgd1_3730","Molecular Function","GO:0097367","N/A","carbohydrate derivative binding","Interpro","IEA","N/A","N/A","MGO:0097367","cgd1_3730-RA"
"cgd1_3740","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd1_3740-RA"
"cgd1_3750","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd1_3750-RA"
"cgd1_380","Biological Process","GO:0006744","N/A","ubiquinone biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006744","cgd1_380-RA"
"cgd1_3840","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd1_3840-RA"
"cgd1_3840","Molecular Function","GO:0046872","N/A","metal ion binding","Interpro","IEA","N/A","N/A","MGO:0046872","cgd1_3840-RA"
"cgd1_40","Biological Process","GO:0055085","N/A","transmembrane transport","Interpro","IEA","N/A","N/A","BGO:0055085","cgd1_40-RA"
